"Scientific_Name";"Duration";"Active_Growth_Period";"Foliage_Color";"pH_Min";"pH_Max";"Precip_Min";"Precip_Max";"Shade_Tolerance";"Temp_Min_F"
"Osmunda";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Osmunda cinnamomea";"Perennial";"Spring and Fall";"Green";4,5;7;40;60;"Tolerant";-33
"Osmunda cinnamomea var. cinnamomea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Osmunda cinnamomea var. glandulosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Osmunda claytoniana";"Perennial";"Spring, Summer, Fall";"Dark Green";4;6;32;55;"Tolerant";-38
"Osmunda regalis";"Perennial";"Spring, Summer, Fall";"Dark Green";4;6;32;55;"Tolerant";-38
"Osmunda regalis var. spectabilis";"Perennial";"Spring";"Green";4,3;5,2;35;60;"Tolerant";-33
"Ostrya";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ostrya virginiana";"Perennial";"Spring and Summer";"Green";4,2;7,6;18;60;"Tolerant";-38
"Oxalis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Oxalis corniculata";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Oxalis dillenii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Oxalis grandis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Oxalis montana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Oxalis stricta";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Oxalis violacea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Oxydendrum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Oxydendrum arboreum";"Perennial";"Spring and Summer";"Green";4;6,5;30;40;"Tolerant";-13
"Oxypolis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Oxypolis canbyi";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Oxypolis rigidior";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pachysandra";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pachysandra terminalis";"Perennial";"Spring and Summer";"Dark Green";5,5;7,5;36;60;"Tolerant";-28
"Packera";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Packera anonyma";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Packera antennariifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Packera aurea";"Perennial";"Spring";"Green";4,5;8,5;15;55;"Tolerant";-43
"Packera glabella";"Annual";"Spring";"Green";4;7,5;30;50;"Intolerant";32
"Packera obovata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Packera paupercula";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Packera tomentosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panax";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Panax quinquefolius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panax trifolius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Panicum amarum";"Perennial";"Summer";"Green";5;7,5;18;60;"Intolerant";-18
"Panicum amarum var. amarulum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum amarum var. amarum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum anceps";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum capillare";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum dichotomiflorum";"Annual";"Summer and Fall";"Green";4,8;7;20;65;"Intolerant";-43
"Panicum dichotomiflorum var. dichotomiflorum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum flexile";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum gattingeri";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum hemitomon";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum miliaceum";"Annual";"Summer";"Green";5,8;6,8;25;50;"Intolerant";47
"Panicum miliaceum ssp. miliaceum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum paludosum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum philadelphicum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum psilopodium";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum rigidulum";"Perennial";"Summer";"Green";5;7,5;32;64;"Intolerant";-33
"Panicum rigidulum var. combsii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum rigidulum var. elongatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum rigidulum var. pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum rigidulum var. rigidulum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum verrucosum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum virgatum";"Perennial";"Summer";"Green";4,5;8;12;60;"Intolerant";-43
"Panicum virgatum var. spissum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Panicum virgatum var. virgatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Papaver";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Papaver argemone";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Papaver dubium";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Papaver nudicaule";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Papaver nudicaule ssp. americanum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Papaver orientale";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Papaver rhoeas";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Papaver somniferum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Parapholis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Parapholis incurva";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Parietaria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Parietaria floridana";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Parietaria pensylvanica";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Parnassia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Parnassia asarifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Paronychia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Paronychia argyrocoma";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Paronychia canadensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Paronychia fastigiata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Paronychia fastigiata var. fastigiata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Paronychia fastigiata var. paleacea";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Paronychia montana";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Paronychia virginica";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Parthenium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Parthenium auriculatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Parthenium hysterophorus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Parthenium integrifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Parthenium integrifolium var. integrifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Parthenocissus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Parthenocissus quinquefolia";"Perennial";"Spring and Summer";"Green";5;7,5;32;60;"Intermediate";-28
"Parthenocissus tricuspidata";"Perennial";"Spring and Summer";"Dark Green";5;6,5;35;60;"Tolerant";-28
"Paspalum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Paspalum boscianum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Paspalum convexum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Paspalum dilatatum";"Perennial";"Spring";"Green";4,9;6,5;35;60;"Intermediate";-3
"Paspalum dissectum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Paspalum distichum";"Perennial";"Spring, Summer, Fall";"Green";4,9;8,9;30;64;"Intolerant";-13
"Paspalum floridanum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Paspalum fluitans";"Annual";"Spring and Summer";"Gray-Green";6;8,6;40;64;"Intermediate";-23
"Paspalum laeve";"Perennial";"Spring and Summer";"Green";4,5;7,5;38;59;"Intermediate";-13
"Paspalum pubiflorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Paspalum scrobiculatum";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Paspalum setaceum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Passiflora";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Passiflora foetida";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Passiflora foetida var. isthmia";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Passiflora incarnata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Passiflora lutea";"Perennial";"Spring";"Green";4,5;8;38;60;"Tolerant";-23
"Pastinaca";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pastinaca sativa";"Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Patis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Patis racemosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Paulownia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Paulownia tomentosa";"Perennial";"Spring and Summer";"Green";4,5;7,5;30;55;"Intolerant";-8
"Paxistima";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Paxistima canbyi";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pedicularis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pedicularis canadensis";"Perennial";"Spring and Summer";"Gray-Green";4;7;34;60;"Tolerant";-43
"Pedicularis canadensis ssp. canadensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pedicularis lanceolata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pellaea";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pellaea atropurpurea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pellaea glabella";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pellaea glabella ssp. glabella";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Peltandra";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Peltandra virginica";"Perennial";"Spring";"Green";5;8,8;35;60;"Intermediate";-23
"Pennisetum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pennisetum glaucum";"Annual, Perennial";"Summer";"Green";5,5;6,8;30;50;"Intolerant";-35
"Penstemon";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Penstemon calycosus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Penstemon canescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Penstemon digitalis";"Perennial";"Spring and Summer";"Red";5,5;7;30;55;"Tolerant";-38
"Penstemon hirsutus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Penstemon laevigatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Penstemon pallidus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Penthorum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Penthorum sedoides";"Perennial";"Spring";"Green";5;7;30;50;"Intermediate";-28
"Perilla";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Perilla frutescens";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Perilla frutescens var. frutescens";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Persea";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Persea palustris";"Perennial";"Spring and Summer";"Green";5;7;35;60;"Intermediate";12
"Petrorhagia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Petrorhagia prolifera";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Petroselinum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Petroselinum crispum";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Petunia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Petunia axillaris";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phacelia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phacelia bipinnatifida";"Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phacelia covillei";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phacelia dubia";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phacelia dubia var. dubia";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phacelia purshii";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phalaris";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phalaris arundinacea";"Perennial";"Spring, Summer, Fall";"Green";5,5;8;30;65;"Intolerant";-38
"Phalaris canariensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phalaris caroliniana";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phalaris paradoxa";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phaseolus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phaseolus polystachios";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phaseolus polystachios var. polystachios";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phegopteris";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phegopteris connectilis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phegopteris hexagonoptera";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phemeranthus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phemeranthus teretifolius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Philadelphus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Philadelphus coronarius";"Perennial";"Spring and Summer";"Green";5,3;7,5;35;50;"Intolerant";-18
"Philadelphus hirsutus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Philadelphus inodorus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Philadelphus pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Philadelphus pubescens var. intectus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phleum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phleum pratense";"Perennial";"Spring and Summer";"Green";5;7,8;30;65;"Intermediate";-43
"Phleum subulatum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phlox carolina";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox carolina ssp. carolina";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox divaricata";"Perennial";"Spring and Summer";"Green";5,5;7,2;32;60;"Intermediate";-33
"Phlox divaricata ssp. divaricata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox divaricata ssp. laphamii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox drummondii";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox drummondii ssp. drummondii";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox glaberrima";"Perennial";"Spring and Summer";"Green";5,8;7;32;50;"Intermediate";-28
"Phlox glaberrima ssp. triflora";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox latifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox maculata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox maculata ssp. maculata";"Perennial";"Spring, Summer, Fall";"Green";5,9;6,8;30;55;"Intolerant";-18
"Phlox maculata ssp. pyramidalis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox paniculata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox pilosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox pilosa ssp. pilosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox stolonifera";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox subulata";"Perennial";"Spring, Summer, Fall";"Green";5,7;7,5;34;60;"Intermediate";-28
"Phlox subulata ssp. brittonii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phlox subulata ssp. subulata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phoenix";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phoenix dactylifera";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phoradendron";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phoradendron leucarpum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Photinia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Photinia floribunda";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Photinia melanocarpa";"Perennial";NA;"Red";4,4;6,5;24;80;"Tolerant";24
"Photinia pyrifolia";"Perennial";"Spring and Summer";"Green";5,5;7,5;34;60;"Intolerant";-18
"Phragmites";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phragmites australis";"Perennial";"Spring";"Green";4,5;8,7;12;60;"Intolerant";-38
"Phragmites australis ssp. americanus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phragmites australis ssp. australis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phryma";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phryma leptostachya";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phyla";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phyla lanceolata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phyla nodiflora";"Perennial";"Summer";"Green";6;8,5;10;40;"Intermediate";-18
"Phyllanthus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phyllanthus caroliniensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phyllanthus caroliniensis ssp. caroliniensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Phyllostachys";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phyllostachys aurea";"Perennial";"Spring, Summer, Fall";"Green";5;7,5;35;65;"Intolerant";-3
"Phyllostachys bambusoides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phyllostachys flexuosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Physalis heterophylla";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis heterophylla var. heterophylla";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis longifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis longifolia var. subglabrata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis philadelphica";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis philadelphica var. immaculata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis pubescens";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis pubescens var. integrifolia";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis pubescens var. pubescens";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis virginiana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physalis virginiana var. virginiana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physocarpus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Physocarpus opulifolius";"Perennial";"Spring and Summer";"Green";4,5;6,5;35;60;"Intolerant";-33
"Physocarpus opulifolius var. intermedius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physocarpus opulifolius var. opulifolius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physostegia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Physostegia virginiana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Physostegia virginiana ssp. virginiana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phytolacca";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phytolacca americana";"Perennial";"Spring and Summer";"Green";4,7;8;30;65;"Tolerant";-33
"Phytolacca americana var. americana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phytolacca bogotensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Phytolacca icosandra";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Picea";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Picea abies";"Perennial";"Spring and Summer";"Dark Green";5;7;24;60;"Intermediate";-38
"Picea glauca";"Perennial";"Summer";"Green";4;8,2;7;50;"Intermediate";-65
"Picea pungens";"Perennial";"Spring and Summer";"Green";5,5;7,8;20;45;"Intermediate";-38
"Picea rubens";"Perennial";"Spring and Summer";"Green";4;5,8;28;52;"Tolerant";-47
"Picris";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Picris echioides";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Picris hieracioides";"Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Picris hieracioides ssp. hieracioides";"Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pilea";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pilea fontana";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Pilea pumila";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Pilea pumila var. pumila";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Pimpinella";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pimpinella saxifraga";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pimpinella saxifraga ssp. saxifraga";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pinellia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pinellia ternata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pinus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pinus echinata";"Perennial";"Spring and Summer";"Green";4;6;34;65;"Intolerant";-18
"Pinus pungens";"Perennial";"Spring and Summer";"Green";4,5;7;36;60;"Intolerant";-18
"Pinus resinosa";"Perennial";"Spring and Summer";"Yellow-Green";4,5;6;15;60;"Intolerant";-43
"Pinus rigida";"Perennial";"Spring and Summer";"Yellow-Green";3,5;5,1;37;56;"Intolerant";-43
"Pinus serotina";"Perennial";"Spring and Summer";"Green";4,8;6,8;40;60;"Intolerant";-3
"Pinus strobus";"Perennial";"Spring and Summer";"Dark Green";4;6,5;20;80;"Intermediate";-33
"Pinus sylvestris";"Perennial";"Spring and Summer";"Green";5;7,5;24;45;"Intolerant";-36
"Pinus taeda";"Perennial";"Spring and Summer";"Green";4;7;35;65;"Intolerant";-8
"Pinus virginiana";"Perennial";"Spring and Summer";"Green";4,5;7,5;32;65;"Intolerant";-23
"Piptatherum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Piptatherum miliaceum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Piptochaetium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Piptochaetium avenaceum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pistia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pistia stratiotes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pisum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pisum fulvum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Pityopsis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pityopsis graminifolia";"Perennial";"Spring and Summer";"Green";5,8;7;32;55;"Intermediate";-3
"Pityopsis graminifolia var. latifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Plantago";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Plantago aristata";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Plantago cordata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Plantago heterophylla";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Plantago lanceolata";"Annual, Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Plantago major";"Perennial";"Spring and Summer";"Green";4,8;7,3;16;60;"Intermediate";-38
"Plantago pusilla";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Plantago rugelii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Plantago rugelii var. rugelii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Plantago virginica";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Plantago wrightiana";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera blephariglottis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera blephariglottis var. blephariglottis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera blephariglottis var. conspicua";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera ciliaris";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera clavellata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera cristata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera flava";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera flava var. herbiola";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera grandiflora";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera integra";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera lacera";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera macrophylla";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera nivea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera orbiculata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera peramoena";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera psycodes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanthera ×shriveri";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Platanus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Platanus occidentalis";"Perennial";"Spring and Summer";"Green";4,9;6,5;30;80;"Intermediate";-34
"Pleopeltis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pleopeltis polypodioides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pleopeltis polypodioides ssp. michauxiana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pleuridium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pluchea";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pluchea camphorata";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pluchea foetida";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pluchea foetida var. foetida";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pluchea odorata";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Pluchea odorata var. odorata";"Annual, Perennial";"Summer";"Green";4,5;7;10;40;"Intolerant";-13
"Pluchea odorata var. succulenta";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Poa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poa alsodes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Poa annua";"Annual";"Spring";"Green";4,8;8;24;60;"Intermediate";47
